X_mm,Y_mm
56.964000000000006,135.744
56.964000000000006,135.34
57.368,134.936
57.368,134.532
57.368,134.12800000000001
57.368,133.72400000000002
57.368,133.32000000000002
57.368,132.916
57.368,132.512
57.368,132.108
57.368,131.704
57.368,131.3
57.368,130.89600000000002
57.368,130.49200000000002
57.368,130.08800000000002
57.368,129.684
57.368,129.28
57.368,128.876
57.368,128.472
57.368,128.068
57.368,127.664
57.368,127.26
57.368,126.85600000000001
57.368,126.45200000000001
57.368,126.048
57.368,125.644
57.368,125.24000000000001
57.368,124.83600000000001
57.368,124.432
57.368,124.028
57.368,123.62400000000001
57.368,123.22000000000001
57.368,122.816
57.368,122.412
57.368,122.00800000000001
57.368,121.60400000000001
57.368,121.2
57.368,120.796
57.368,120.39200000000001
57.368,119.98800000000001
57.368,119.584
57.368,119.18
57.368,118.77600000000001
57.368,118.37200000000001
57.368,117.968
57.368,117.56400000000001
57.368,117.16000000000001
57.368,116.75600000000001
57.368,116.352
57.368,115.94800000000001
57.368,115.54400000000001
57.368,115.14
57.368,114.736
57.368,114.33200000000001
57.368,113.92800000000001
57.368,113.524
57.368,113.12
57.368,112.71600000000001
57.368,112.31200000000001
57.368,111.908
57.368,111.504
57.368,111.10000000000001
57.368,110.69600000000001
57.368,110.292
57.368,109.888
57.368,109.48400000000001
57.368,109.08000000000001
57.368,108.676
57.368,108.272
57.368,107.86800000000001
57.368,107.46400000000001
57.368,107.06
57.368,106.656
57.368,106.25200000000001
57.368,105.84800000000001
57.368,105.444
57.368,105.04
57.368,104.63600000000001
57.368,104.23200000000001
57.368,103.828
57.368,103.424
57.368,103.02000000000001
57.368,102.616
57.368,102.212
57.368,101.808
57.368,101.40400000000001
57.368,101.0
57.368,100.596
57.368,100.19200000000001
57.368,99.78800000000001
57.368,99.384
57.368,98.98
57.368,98.57600000000001
57.368,98.17200000000001
57.368,97.768
57.368,97.364
57.368,96.96000000000001
57.368,96.55600000000001
57.368,96.152
57.368,95.748
57.368,95.34400000000001
57.368,94.94000000000001
57.368,94.536
57.368,94.132
57.368,93.72800000000001
57.368,93.32400000000001
57.368,92.92
57.368,92.516
57.368,92.11200000000001
57.368,91.70800000000001
57.368,91.304
57.368,90.9
57.368,90.49600000000001
57.368,90.092
57.368,89.688
57.368,89.284
57.368,88.88000000000001
57.368,88.476
57.368,88.072
57.368,87.668
57.368,87.26400000000001
57.368,86.86
57.368,86.456
57.368,86.052
57.368,85.64800000000001
57.368,85.244
57.368,84.84
57.368,84.436
57.368,84.03200000000001
57.368,83.628
57.368,83.224
57.368,82.82000000000001
57.368,82.41600000000001
57.368,82.012
57.368,81.608
57.368,81.20400000000001
57.368,80.80000000000001
57.368,80.396
57.368,79.992
57.368,79.58800000000001
57.368,79.18400000000001
57.368,78.78
57.368,78.376
57.772000000000006,77.97200000000001
57.772000000000006,77.56800000000001
57.772000000000006,77.164
58.176,76.76
58.580000000000005,76.76
58.984,76.35600000000001
58.984,75.952
59.388000000000005,75.548
59.388000000000005,75.144
59.388000000000005,74.74000000000001
59.388000000000005,74.336
59.792,73.932
59.792,73.528
60.196000000000005,73.12400000000001
60.196000000000005,72.72
60.6,72.316
60.6,71.912
61.004000000000005,71.50800000000001
61.408,71.104
61.812000000000005,70.7
62.216,70.296
62.620000000000005,69.89200000000001
63.024,69.89200000000001
63.428000000000004,69.488
63.832,69.084
64.236,69.084
64.64,68.68
65.04400000000001,68.68
65.44800000000001,68.68
65.852,68.27600000000001
66.256,68.27600000000001
66.66000000000001,68.27600000000001
67.06400000000001,67.872
67.468,67.468
67.872,67.06400000000001
67.872,66.66000000000001
68.27600000000001,66.66000000000001
68.68,66.66000000000001
69.084,66.66000000000001
69.488,66.66000000000001
69.89200000000001,66.66000000000001
70.296,66.66000000000001
70.7,66.66000000000001
71.104,66.66000000000001
71.50800000000001,66.66000000000001
71.912,66.66000000000001
72.316,66.66000000000001
72.72,66.66000000000001
73.12400000000001,66.66000000000001
73.528,66.66000000000001
73.932,66.66000000000001
74.336,66.66000000000001
74.74000000000001,66.66000000000001
75.144,66.66000000000001
75.548,66.66000000000001
75.952,66.256
76.35600000000001,66.256
76.76,65.852
76.76,65.44800000000001
76.76,65.04400000000001
76.76,64.64
76.76,64.236
76.76,63.832
76.76,63.428000000000004
76.76,63.024
76.76,62.620000000000005
76.76,62.216
76.76,61.812000000000005
76.76,61.408
76.76,61.004000000000005
76.76,60.6
76.76,60.196000000000005
76.76,59.792
76.76,59.388000000000005
76.76,58.984
76.76,58.580000000000005
76.76,58.176
76.76,57.772000000000006
76.76,57.368
76.76,56.964000000000006
76.76,56.56
76.76,56.156000000000006
76.76,55.752
76.76,55.348000000000006
76.76,54.944
76.76,54.540000000000006
76.76,54.136
76.76,53.732000000000006
76.76,53.328
76.76,52.92400000000001
76.76,52.52
76.76,52.11600000000001
76.76,51.712
76.76,51.308
76.76,50.904
76.76,50.5
76.76,50.096000000000004
76.76,49.692
76.76,49.288000000000004
76.76,48.884
76.76,48.480000000000004
76.76,48.076
76.76,47.672000000000004
76.76,47.268
76.76,46.864000000000004
76.76,46.46
76.76,46.056000000000004
76.76,45.652
76.76,45.248000000000005
76.76,44.844
76.76,44.440000000000005
76.76,44.036
76.76,43.632000000000005
76.76,43.228
76.76,42.824000000000005
76.76,42.42
76.76,42.016000000000005
76.76,41.612
76.76,41.208000000000006
76.76,40.804
76.76,40.400000000000006
76.76,39.996
76.76,39.592000000000006
76.76,39.188
76.76,38.784000000000006
76.76,38.38
76.76,37.976
76.76,37.572
76.76,37.168
76.76,36.764
76.76,36.36
76.76,35.956
76.76,35.552
76.76,35.148
76.76,34.744
76.76,34.34
76.76,33.936
76.76,33.532000000000004
76.76,33.128
76.76,32.724000000000004
76.76,32.32
76.76,31.916
76.76,31.512
76.76,31.108
76.76,30.704
76.76,30.3
76.76,29.896
76.76,29.492
76.76,29.088
76.76,28.684
76.76,28.28
76.76,27.876
76.76,27.472
76.76,27.068
76.76,26.664
76.76,26.26
76.76,25.856
76.76,25.452
76.76,25.048000000000002
76.76,24.644000000000002
76.76,24.240000000000002
76.76,23.836000000000002
76.76,23.432000000000002
76.76,23.028000000000002
76.76,22.624000000000002
76.76,22.220000000000002
76.76,21.816000000000003
76.76,21.412000000000003
76.76,21.008000000000003
76.76,20.604000000000003
76.76,20.200000000000003
76.76,19.796000000000003
76.76,19.392000000000003
76.76,18.988
76.76,18.584
76.76,18.18
76.76,17.776
76.76,17.372
76.76,16.968
76.76,16.564
76.76,16.16
76.76,15.756
76.76,15.352
76.76,14.948
76.76,14.544
76.76,14.14
76.76,13.736
76.76,13.332
76.76,12.928
76.76,12.524000000000001
76.76,12.120000000000001
76.76,11.716000000000001
76.76,11.312000000000001
76.76,10.908000000000001
76.76,10.504000000000001
76.76,10.100000000000001
76.76,9.696000000000002
76.76,9.292
76.76,8.888
76.76,8.484
76.76,8.08
76.76,7.676
76.76,7.272
76.76,6.868
76.76,6.464
76.76,6.0600000000000005
76.76,5.656000000000001
76.76,5.252000000000001
76.76,4.848000000000001
76.76,4.444
76.76,4.04
76.76,3.636
76.76,3.232
76.76,2.8280000000000003
76.76,2.4240000000000004
76.76,2.02
76.76,1.616
76.76,1.2120000000000002
76.76,0.808
76.35600000000001,0.404
76.76,0.0
77.97200000000001,0.0
77.97200000000001,0.404
77.97200000000001,0.808
77.97200000000001,1.2120000000000002
77.97200000000001,1.616
77.97200000000001,2.02
77.97200000000001,2.4240000000000004
77.97200000000001,2.8280000000000003
77.97200000000001,3.232
77.97200000000001,3.636
77.97200000000001,4.04
77.97200000000001,4.444
77.97200000000001,4.848000000000001
77.97200000000001,5.252000000000001
77.97200000000001,5.656000000000001
77.97200000000001,6.0600000000000005
77.97200000000001,6.464
77.97200000000001,6.868
77.97200000000001,7.272
77.97200000000001,7.676
77.97200000000001,8.08
77.97200000000001,8.484
77.97200000000001,8.888
77.97200000000001,9.292
77.97200000000001,9.696000000000002
77.97200000000001,10.100000000000001
77.97200000000001,10.504000000000001
77.97200000000001,10.908000000000001
77.97200000000001,11.312000000000001
77.97200000000001,11.716000000000001
77.97200000000001,12.120000000000001
77.97200000000001,12.524000000000001
77.97200000000001,12.928
77.97200000000001,13.332
77.97200000000001,13.736
77.97200000000001,14.14
77.97200000000001,14.544
77.97200000000001,14.948
77.97200000000001,15.352
77.97200000000001,15.756
77.97200000000001,16.16
77.97200000000001,16.564
77.97200000000001,16.968
77.97200000000001,17.372
77.97200000000001,17.776
77.97200000000001,18.18
77.97200000000001,18.584
77.97200000000001,18.988
77.97200000000001,19.392000000000003
77.97200000000001,19.796000000000003
77.97200000000001,20.200000000000003
77.97200000000001,20.604000000000003
77.97200000000001,21.008000000000003
77.97200000000001,21.412000000000003
77.97200000000001,21.816000000000003
77.97200000000001,22.220000000000002
77.97200000000001,22.624000000000002
77.97200000000001,23.028000000000002
77.97200000000001,23.432000000000002
77.97200000000001,23.836000000000002
77.97200000000001,24.240000000000002
77.97200000000001,24.644000000000002
77.97200000000001,25.048000000000002
77.97200000000001,25.452
77.97200000000001,25.856
77.97200000000001,26.26
77.97200000000001,26.664
77.97200000000001,27.068
77.97200000000001,27.472
77.97200000000001,27.876
77.97200000000001,28.28
77.97200000000001,28.684
77.97200000000001,29.088
77.97200000000001,29.492
77.97200000000001,29.896
77.97200000000001,30.3
77.97200000000001,30.704
77.97200000000001,31.108
77.97200000000001,31.512
77.97200000000001,31.916
77.97200000000001,32.32
77.97200000000001,32.724000000000004
77.97200000000001,33.128
77.97200000000001,33.532000000000004
77.97200000000001,33.936
77.97200000000001,34.34
77.97200000000001,34.744
77.97200000000001,35.148
77.97200000000001,35.552
77.97200000000001,35.956
77.97200000000001,36.36
77.97200000000001,36.764
77.97200000000001,37.168
77.97200000000001,37.572
77.97200000000001,37.976
77.97200000000001,38.38
77.97200000000001,38.784000000000006
77.97200000000001,39.188
77.97200000000001,39.592000000000006
77.97200000000001,39.996
77.97200000000001,40.400000000000006
77.97200000000001,40.804
77.97200000000001,41.208000000000006
77.97200000000001,41.612
77.97200000000001,42.016000000000005
77.97200000000001,42.42
77.97200000000001,42.824000000000005
77.97200000000001,43.228
77.97200000000001,43.632000000000005
77.97200000000001,44.036
77.97200000000001,44.440000000000005
77.97200000000001,44.844
77.97200000000001,45.248000000000005
77.97200000000001,45.652
77.97200000000001,46.056000000000004
77.97200000000001,46.46
77.97200000000001,46.864000000000004
77.97200000000001,47.268
77.97200000000001,47.672000000000004
77.97200000000001,48.076
77.97200000000001,48.480000000000004
77.97200000000001,48.884
77.97200000000001,49.288000000000004
77.97200000000001,49.692
77.97200000000001,50.096000000000004
77.97200000000001,50.5
77.97200000000001,50.904
77.97200000000001,51.308
77.97200000000001,51.712
77.97200000000001,52.11600000000001
77.97200000000001,52.52
77.97200000000001,52.92400000000001
77.97200000000001,53.328
77.97200000000001,53.732000000000006
77.97200000000001,54.136
77.97200000000001,54.540000000000006
77.97200000000001,54.944
77.97200000000001,55.348000000000006
77.97200000000001,55.752
77.97200000000001,56.156000000000006
77.97200000000001,56.56
77.97200000000001,56.964000000000006
77.97200000000001,57.368
77.97200000000001,57.772000000000006
77.97200000000001,58.176
77.97200000000001,58.580000000000005
77.97200000000001,58.984
77.97200000000001,59.388000000000005
77.97200000000001,59.792
77.97200000000001,60.196000000000005
77.97200000000001,60.6
77.97200000000001,61.004000000000005
77.97200000000001,61.408
77.97200000000001,61.812000000000005
77.97200000000001,62.216
77.97200000000001,62.620000000000005
77.97200000000001,63.024
77.97200000000001,63.428000000000004
77.97200000000001,63.832
77.97200000000001,64.236
77.97200000000001,64.64
77.97200000000001,65.04400000000001
77.97200000000001,65.44800000000001
78.376,65.852
78.78,66.256
79.18400000000001,66.256
79.58800000000001,65.852
79.58800000000001,65.44800000000001
79.58800000000001,65.04400000000001
79.58800000000001,64.64
79.58800000000001,64.236
79.58800000000001,63.832
79.58800000000001,63.428000000000004
79.58800000000001,63.024
79.58800000000001,62.620000000000005
79.58800000000001,62.216
79.58800000000001,61.812000000000005
79.58800000000001,61.408
79.58800000000001,61.004000000000005
79.58800000000001,60.6
79.58800000000001,60.196000000000005
79.58800000000001,59.792
79.58800000000001,59.388000000000005
79.58800000000001,58.984
79.58800000000001,58.580000000000005
79.58800000000001,58.176
79.58800000000001,57.772000000000006
79.58800000000001,57.368
79.58800000000001,56.964000000000006
79.58800000000001,56.56
79.58800000000001,56.156000000000006
79.58800000000001,55.752
79.58800000000001,55.348000000000006
79.58800000000001,54.944
79.58800000000001,54.540000000000006
79.58800000000001,54.136
79.58800000000001,53.732000000000006
79.58800000000001,53.328
79.58800000000001,52.92400000000001
79.58800000000001,52.52
79.58800000000001,52.11600000000001
79.58800000000001,51.712
79.58800000000001,51.308
79.58800000000001,50.904
79.58800000000001,50.5
79.58800000000001,50.096000000000004
79.58800000000001,49.692
79.58800000000001,49.288000000000004
79.58800000000001,48.884
79.58800000000001,48.480000000000004
79.58800000000001,48.076
79.58800000000001,47.672000000000004
79.58800000000001,47.268
79.58800000000001,46.864000000000004
79.58800000000001,46.46
79.58800000000001,46.056000000000004
79.58800000000001,45.652
79.58800000000001,45.248000000000005
79.58800000000001,44.844
79.58800000000001,44.440000000000005
79.58800000000001,44.036
79.58800000000001,43.632000000000005
79.58800000000001,43.228
79.58800000000001,42.824000000000005
79.58800000000001,42.42
79.58800000000001,42.016000000000005
79.58800000000001,41.612
79.58800000000001,41.208000000000006
79.58800000000001,40.804
79.58800000000001,40.400000000000006
79.58800000000001,39.996
79.58800000000001,39.592000000000006
79.58800000000001,39.188
79.58800000000001,38.784000000000006
79.58800000000001,38.38
79.58800000000001,37.976
79.58800000000001,37.572
79.58800000000001,37.168
79.58800000000001,36.764
79.58800000000001,36.36
79.58800000000001,35.956
79.58800000000001,35.552
79.58800000000001,35.148
79.58800000000001,34.744
79.58800000000001,34.34
79.58800000000001,33.936
79.58800000000001,33.532000000000004
79.58800000000001,33.128
79.58800000000001,32.724000000000004
79.58800000000001,32.32
79.58800000000001,31.916
79.58800000000001,31.512
79.58800000000001,31.108
79.58800000000001,30.704
79.58800000000001,30.3
79.58800000000001,29.896
79.58800000000001,29.492
79.58800000000001,29.088
79.58800000000001,28.684
79.58800000000001,28.28
79.58800000000001,27.876
79.58800000000001,27.472
79.58800000000001,27.068
79.58800000000001,26.664
79.58800000000001,26.26
79.58800000000001,25.856
79.58800000000001,25.452
79.58800000000001,25.048000000000002
79.58800000000001,24.644000000000002
79.58800000000001,24.240000000000002
79.58800000000001,23.836000000000002
79.58800000000001,23.432000000000002
79.58800000000001,23.028000000000002
79.58800000000001,22.624000000000002
79.58800000000001,22.220000000000002
79.58800000000001,21.816000000000003
79.58800000000001,21.412000000000003
79.58800000000001,21.008000000000003
79.58800000000001,20.604000000000003
79.58800000000001,20.200000000000003
79.58800000000001,19.796000000000003
79.58800000000001,19.392000000000003
79.58800000000001,18.988
79.58800000000001,18.584
79.58800000000001,18.18
79.58800000000001,17.776
79.58800000000001,17.372
79.58800000000001,16.968
79.58800000000001,16.564
79.58800000000001,16.16
79.58800000000001,15.756
79.58800000000001,15.352
79.58800000000001,14.948
79.58800000000001,14.544
79.58800000000001,14.14
79.58800000000001,13.736
79.58800000000001,13.332
79.58800000000001,12.928
79.58800000000001,12.524000000000001
79.58800000000001,12.120000000000001
79.58800000000001,11.716000000000001
79.58800000000001,11.312000000000001
79.58800000000001,10.908000000000001
79.58800000000001,10.504000000000001
79.58800000000001,10.100000000000001
79.58800000000001,9.696000000000002
79.58800000000001,9.292
79.58800000000001,8.888
79.58800000000001,8.484
79.58800000000001,8.08
79.58800000000001,7.676
79.58800000000001,7.272
79.58800000000001,6.868
79.58800000000001,6.464
79.58800000000001,6.0600000000000005
79.58800000000001,5.656000000000001
79.58800000000001,5.252000000000001
79.58800000000001,4.848000000000001
79.58800000000001,4.444
79.58800000000001,4.04
79.58800000000001,3.636
79.58800000000001,3.232
79.58800000000001,2.8280000000000003
79.58800000000001,2.4240000000000004
79.58800000000001,2.02
79.58800000000001,1.616
79.58800000000001,1.2120000000000002
79.58800000000001,0.808
79.58800000000001,0.404
79.58800000000001,0.0
80.80000000000001,0.0
80.80000000000001,0.404
80.80000000000001,0.808
